Model,Perfect Score,Predicted Score,Data Type
Model_LSTM_02-0.07.h5,6.931492,31.85638,TRN1700-1750
Model_LSTM_02-0.07.h5,3.880745,31.59401,TRN1750-1800
Model_LSTM_02-0.07.h5,8.821317,31.06927,TRN1800-1850
Model_LSTM_02-0.07.h5,6.725473,31.59401,TRN1850-1900
Model_LSTM_02-0.07.h5,8.352863000000001,32.38111,TRN1900-1950
Model_LSTM_02-0.07.h5,4.409253,31.06927,TRN2000-2050
Model_LSTM_02-0.07.h5,8.063508,32.11874,TRN2050-2100
Model_LSTM_02-0.07.h5,12.46651,32.11874,TRN2100-2150
Model_LSTM_02-0.07.h5,5.6169400000000005,30.80691,TRN2150-2200
Model_LSTM_02-0.07.h5,5.5548199999999985,32.64348,TRN2200-2250
Model_LSTM_02-0.07.h5,8.136303,31.331640000000004,TRN2250-2300
Model_LSTM_02-0.07.h5,5.115486,31.06927,TRN2300-2350
Model_LSTM_02-0.07.h5,16.051370000000002,32.38111,TRN2450-2500
Model_LSTM_02-0.07.h5,15.259429999999998,33.43058,TRN2500-2550
Model_LSTM_02-0.07.h5,14.738,32.90585,TRN2600-2650
Model_LSTM_02-0.07.h5,19.7423,33.95532,TRN2650-2700
Model_LSTM_02-0.07.h5,16.259120000000006,32.90585,TRN2700-2750
Model_LSTM_02-0.07.h5,17.92877,31.59401,TRN2750-2800
Model_LSTM_02-0.07.h5,18.87989,31.59401,TRN2800-2850
Model_LSTM_02-0.07.h5,17.32629,31.331640000000004,TRN2850-2900
Model_LSTM_02-0.07.h5,20.20953,33.69295,TRN2900-2950
Model_LSTM_02-0.07.h5,19.69145,32.38111,TRN2950-3000
Model_LSTM_02-0.07.h5,17.78056,33.69295,TRN3000-3050
Model_LSTM_02-0.07.h5,18.60645,33.95532,TRN3050-3100
Model_LSTM_02-0.07.h5,14.68004,32.38111,TRN3100-3150
Model_LSTM_02-0.07.h5,14.176279999999998,32.90585,TRN3200-3250
Model_LSTM_02-0.07.h5,20.0104,30.80691,TRN3300-3350
Model_LSTM_02-0.07.h5,18.91304,32.38111,TRN3350-3400
Model_LSTM_02-0.07.h5,18.99733,32.64348,TRN3400-3450
Model_LSTM_02-0.07.h5,14.693029999999998,31.331640000000004,TRN3450-3500
Model_LSTM_02-0.07.h5,17.918429999999994,32.90585,TRN3600-3650
Model_LSTM_02-0.07.h5,15.80464,32.64348,TRN3650-3700
Model_LSTM_02-0.07.h5,17.430410000000002,31.85638,TRN3700-3750
Model_LSTM_02-0.07.h5,17.07501,31.59401,TRN3850-3900
Model_LSTM_02-0.07.h5,15.86527,32.90585,TRN3900-3950
Model_LSTM_02-0.07.h5,16.42859,33.16822,TRN3950-4000
Model_LSTM_02-0.07.h5,15.9228,31.06927,TRN4000-4050
Model_LSTM_02-0.07.h5,17.46562,34.48005,TRN4100-4150
Model_LSTM_02-0.07.h5,17.22762,34.217690000000005,TRN4150-4200
Model_LSTM_02-0.07.h5,14.088920000000002,32.90585,TRN4200-4250
Model_LSTM_02-0.07.h5,19.81972,32.38111,TRN4250-4300
Model_LSTM_02-0.07.h5,17.59354,31.331640000000004,TRN4300-4350
Model_LSTM_02-0.07.h5,16.35424,32.90585,TRN4350-4400
Model_LSTM_02-0.07.h5,17.47873,31.331640000000004,TRN4400-4450
Model_LSTM_02-0.07.h5,17.15899,31.59401,TRN4550-4600
Model_LSTM_02-0.07.h5,11.33535,33.16822,TRN4650-4700
Model_LSTM_02-0.07.h5,18.461170000000006,32.90585,TRN4700-4750
Model_LSTM_02-0.07.h5,18.88764,32.90585,TRN4750-4800
Model_LSTM_02-0.07.h5,18.76291,32.11874,TRN4800-4850
Model_LSTM_02-0.07.h5,15.66125,32.38111,TRN4850-4900
Model_LSTM_02-0.07.h5,17.3514,33.43058,TRN4900-4950
Model_LSTM_02-0.07.h5,16.79107,32.90585,TRN4950-5000
Model_LSTM_02-0.07.h5,18.21225,33.43058,TRN5000-5050
Model_LSTM_02-0.07.h5,10.63211,33.16822,TRN5050-5100
Model_LSTM_02-0.07.h5,14.02683,32.11874,TRN5100-5150
Model_LSTM_02-0.07.h5,17.52246,33.95532,TRN5150-5200
Model_LSTM_02-0.07.h5,19.17061,33.16822,TRN5200-5250
Model_LSTM_02-0.07.h5,17.00743,32.38111,TRN5250-5300
Model_LSTM_02-0.07.h5,18.48621,32.38111,TRN5300-5350
Model_LSTM_02-0.07.h5,15.03061,32.64348,TRN5350-5400
Model_LSTM_02-0.07.h5,18.69978,32.90585,TRN5400-5450
Model_LSTM_02-0.07.h5,16.239320000000006,32.90585,TRN5450-5500
Model_LSTM_02-0.07.h5,17.74911,31.331640000000004,TRN5550-5600
Model_LSTM_02-0.07.h5,15.34482,32.90585,TRN5600-5650
Model_LSTM_02-0.07.h5,19.9351,33.16822,TRN5650-5700
Model_LSTM_02-0.07.h5,18.34991,31.331640000000004,TRN5700-5750
Model_LSTM_02-0.07.h5,16.06768,32.11874,TRN5750-5800
Model_LSTM_02-0.07.h5,17.76332,31.85638,TRN5800-5850
Model_LSTM_02-0.07.h5,17.42895,32.11874,TRN5850-5900
Model_LSTM_02-0.07.h5,9.749954,30.54454,TRN5900-5950
Model_LSTM_02-0.07.h5,19.82752,31.59401,TRN5950-6000
Model_LSTM_02-0.07.h5,16.75389,31.85638,TRN6000-6050
Model_LSTM_02-0.07.h5,18.76974,34.217690000000005,TRN6100-6150
Model_LSTM_02-0.07.h5,17.01231,34.48005,TRN6150-6200
Model_LSTM_02-0.07.h5,15.15211,32.64348,TRN6200-6250
Model_LSTM_02-0.07.h5,17.60004,33.16822,TRN6250-6300
Model_LSTM_02-0.07.h5,17.24428,32.38111,TRN6300-6350
Model_LSTM_02-0.07.h5,19.36401,32.11874,TRN6350-6400
Model_LSTM_02-0.07.h5,18.90004,33.95532,TRN6400-6450
Model_LSTM_02-0.07.h5,15.81735,32.64348,TRN6450-6500
Model_LSTM_02-0.07.h5,17.915,32.11874,TRN6500-6550
Model_LSTM_02-0.07.h5,17.41669,32.64348,TRN6650-6700
Model_LSTM_02-0.07.h5,17.610020000000006,33.95532,TRN6700-6750
Model_LSTM_02-0.07.h5,12.66824,30.80691,TRN6750-6800
Model_LSTM_02-0.07.h5,13.60129,33.43058,TRN6850-6900
Model_LSTM_02-0.07.h5,16.99298,33.43058,TRN7050-7100
Model_LSTM_02-0.07.h5,18.34728,32.38111,TRN7100-7150
Model_LSTM_02-0.07.h5,16.394379999999998,32.90585,TRN7150-7200
Model_LSTM_02-0.07.h5,17.17536,32.11874,TRN7200-7250
Model_LSTM_02-0.07.h5,12.46218,32.11874,TRN7250-7300
Model_LSTM_02-0.07.h5,19.19576,33.95532,TRN7300-7350
Model_LSTM_02-0.07.h5,16.050539999999998,33.16822,TRN7350-7400
Model_LSTM_02-0.07.h5,14.97236,31.59401,TRN7500-7550
Model_LSTM_02-0.07.h5,17.405379999999994,32.38111,TRN7550-7600
Model_LSTM_02-0.07.h5,17.31916,32.11874,TRN7650-7700
Model_LSTM_02-0.07.h5,16.40589,33.43058,TRN7700-7750
Model_LSTM_02-0.07.h5,16.71228,32.64348,TRN7750-7800
Model_LSTM_02-0.07.h5,17.41927,33.43058,TRN7800-7850
Model_LSTM_02-0.07.h5,15.923379999999998,32.64348,TRN7850-7900
Model_LSTM_02-0.07.h5,16.76195,30.54454,TRN7950-8000
Model_LSTM_02-0.07.h5,13.53629,30.54454,TRN8000-8050
Model_LSTM_02-0.07.h5,14.65329,31.331640000000004,TRN8050-8100
Model_LSTM_02-0.07.h5,13.329820000000002,32.64348,TRN8100-8150
Model_LSTM_02-0.07.h5,10.84279,32.38111,TRN8250-8300
Model_LSTM_02-0.07.h5,14.58991,32.38111,TRN8350-8400
Model_LSTM_02-0.07.h5,12.62207,32.64348,TRN8450-8500
Model_LSTM_02-0.07.h5,19.08987,32.11874,TRN8500-8550
Model_LSTM_02-0.07.h5,17.14291,34.217690000000005,TRN8550-8600
Model_LSTM_02-0.07.h5,16.33483,31.06927,TRN8600-8650
Model_LSTM_02-0.07.h5,13.44436,32.90585,TRN8700-8750
Model_LSTM_02-0.07.h5,18.31471,31.85638,TRN8750-8800
Model_LSTM_02-0.07.h5,17.194000000000006,33.16822,TRN8800-8850
Model_LSTM_02-0.07.h5,13.09622,34.48005,TRN8850-8900
Model_LSTM_02-0.07.h5,11.16851,32.11874,TRN8950-9000
Model_LSTM_02-0.07.h5,12.10001,33.69295,TRN9000-9050
Model_LSTM_02-0.07.h5,14.437870000000002,32.64348,TRN9050-9100
Model_LSTM_02-0.07.h5,12.92167,30.54454,TRN9100-9150
Model_LSTM2_00-0.08.h5,14.80791,31.85638,TRN50-100
Model_LSTM2_00-0.08.h5,14.75663,33.16822,TRN100-150
Model_LSTM2_00-0.08.h5,18.57574,32.64348,TRN150-200
Model_LSTM2_00-0.08.h5,17.134420000000002,31.06927,TRN250-300
Model_LSTM2_00-0.08.h5,14.19074,32.90585,TRN450-500
Model_LSTM2_00-0.08.h5,9.548478,31.85638,TRN550-600
Model_LSTM2_00-0.08.h5,13.344,32.38111,TRN650-700
Model_LSTM2_00-0.08.h5,12.24248,33.43058,TRN700-750
Model_LSTM2_00-0.08.h5,9.469073,33.16822,TRN750-800
Model_LSTM2_00-0.08.h5,15.97482,30.0198,TRN800-850
Model_LSTM2_00-0.08.h5,12.85819,30.54454,TRN850-900
Model_LSTM2_00-0.08.h5,13.13505,31.85638,TRN900-950
Model_LSTM2_00-0.08.h5,13.19493,32.11874,TRN950-1000
Model_LSTM2_00-0.08.h5,17.24413,33.95532,TRN1000-1050
Model_LSTM2_00-0.08.h5,8.277631,32.11874,TRN1100-1150
Model_LSTM2_00-0.08.h5,13.08864,31.85638,TRN1200-1250
Model_LSTM2_00-0.08.h5,8.822022,33.16822,TRN1300-1350
Model_LSTM2_00-0.08.h5,6.123546,31.06927,TRN1600-1650
Model_LSTM2_00-0.08.h5,4.324841,30.54454,TRN1650-1700
Model_LSTM2_00-0.08.h5,7.1006100000000005,31.85638,TRN1700-1750
Model_LSTM2_00-0.08.h5,3.803822,31.59401,TRN1750-1800
Model_LSTM2_00-0.08.h5,10.41732,31.59401,TRN1850-1900
Model_LSTM2_00-0.08.h5,8.858943,32.38111,TRN1900-1950
Model_LSTM2_00-0.08.h5,4.612265,31.06927,TRN2000-2050
Model_LSTM2_00-0.08.h5,6.419283,32.11874,TRN2050-2100
Model_LSTM2_00-0.08.h5,11.76271,32.11874,TRN2100-2150
Model_LSTM2_00-0.08.h5,5.393684,30.80691,TRN2150-2200
Model_LSTM2_00-0.08.h5,5.355055,32.64348,TRN2200-2250
Model_LSTM2_00-0.08.h5,7.564663,31.331640000000004,TRN2250-2300
Model_LSTM2_00-0.08.h5,4.9007190000000005,31.06927,TRN2300-2350
Model_LSTM2_00-0.08.h5,14.4564,33.43058,TRN2500-2550
Model_LSTM2_00-0.08.h5,10.0413,32.90585,TRN2600-2650
Model_LSTM2_00-0.08.h5,10.74839,33.95532,TRN2650-2700
Model_LSTM2_00-0.08.h5,14.01146,32.90585,TRN2700-2750
Model_LSTM2_00-0.08.h5,14.40466,31.59401,TRN2750-2800
Model_LSTM2_00-0.08.h5,13.95234,31.59401,TRN2800-2850
Model_LSTM2_00-0.08.h5,12.54261,31.331640000000004,TRN2850-2900
Model_LSTM2_00-0.08.h5,15.149870000000002,33.69295,TRN2900-2950
Model_LSTM2_00-0.08.h5,15.41589,32.38111,TRN2950-3000
Model_LSTM2_00-0.08.h5,10.70431,33.69295,TRN3000-3050
Model_LSTM2_00-0.08.h5,10.79189,32.38111,TRN3100-3150
Model_LSTM2_00-0.08.h5,15.94026,30.80691,TRN3300-3350
Model_LSTM2_00-0.08.h5,17.75225,32.38111,TRN3350-3400
Model_LSTM2_00-0.08.h5,19.91061,32.64348,TRN3400-3450
Model_LSTM2_00-0.08.h5,12.82623,31.331640000000004,TRN3450-3500
Model_LSTM2_00-0.08.h5,11.92551,32.64348,TRN3650-3700
Model_LSTM2_00-0.08.h5,16.557660000000002,31.59401,TRN3850-3900
Model_LSTM2_00-0.08.h5,15.19746,32.90585,TRN3900-3950
Model_LSTM2_00-0.08.h5,13.5433,33.16822,TRN3950-4000
Model_LSTM2_00-0.08.h5,15.35236,31.06927,TRN4000-4050
Model_LSTM2_00-0.08.h5,16.28254,34.48005,TRN4100-4150
Model_LSTM2_00-0.08.h5,11.87752,32.90585,TRN4200-4250
Model_LSTM2_00-0.08.h5,18.46425,32.38111,TRN4250-4300
Model_LSTM2_00-0.08.h5,14.79271,31.331640000000004,TRN4300-4350
Model_LSTM2_00-0.08.h5,14.25371,32.90585,TRN4350-4400
Model_LSTM2_00-0.08.h5,16.26625,31.331640000000004,TRN4400-4450
Model_LSTM2_00-0.08.h5,15.545329999999998,32.38111,TRN4500-4550
Model_LSTM2_00-0.08.h5,12.06901,31.59401,TRN4550-4600
Model_LSTM2_00-0.08.h5,15.95573,32.90585,TRN4700-4750
Model_LSTM2_00-0.08.h5,17.79911,32.90585,TRN4750-4800
Model_LSTM2_00-0.08.h5,16.23266,32.11874,TRN4800-4850
Model_LSTM2_00-0.08.h5,13.87479,33.43058,TRN4900-4950
Model_LSTM2_00-0.08.h5,13.09243,32.90585,TRN4950-5000
Model_LSTM2_00-0.08.h5,17.26308,33.43058,TRN5000-5050
Model_LSTM2_00-0.08.h5,9.161872,33.16822,TRN5050-5100
Model_LSTM2_00-0.08.h5,12.60809,32.11874,TRN5100-5150
Model_LSTM2_00-0.08.h5,15.91071,33.16822,TRN5200-5250
Model_LSTM2_00-0.08.h5,16.60052,32.38111,TRN5250-5300
Model_LSTM2_00-0.08.h5,17.08186,32.38111,TRN5300-5350
Model_LSTM2_00-0.08.h5,14.196879999999998,32.64348,TRN5350-5400
Model_LSTM2_00-0.08.h5,13.18573,32.90585,TRN5400-5450
Model_LSTM2_00-0.08.h5,12.11243,32.90585,TRN5450-5500
Model_LSTM2_00-0.08.h5,15.52741,31.331640000000004,TRN5550-5600
Model_LSTM2_00-0.08.h5,11.53479,32.90585,TRN5600-5650
Model_LSTM2_00-0.08.h5,17.45566,33.16822,TRN5650-5700
Model_LSTM2_00-0.08.h5,17.39968,31.331640000000004,TRN5700-5750
Model_LSTM2_00-0.08.h5,10.9636,32.11874,TRN5750-5800
Model_LSTM2_00-0.08.h5,16.038320000000002,31.85638,TRN5800-5850
Model_LSTM2_00-0.08.h5,14.10322,32.11874,TRN5850-5900
Model_LSTM2_00-0.08.h5,7.678572999999999,30.54454,TRN5900-5950
Model_LSTM2_00-0.08.h5,16.5196,31.85638,TRN6000-6050
Model_LSTM2_00-0.08.h5,16.92023,34.217690000000005,TRN6100-6150
Model_LSTM2_00-0.08.h5,14.665820000000002,34.48005,TRN6150-6200
Model_LSTM2_00-0.08.h5,10.80288,32.64348,TRN6200-6250
Model_LSTM2_00-0.08.h5,17.19376,33.16822,TRN6250-6300
Model_LSTM2_00-0.08.h5,16.85882,32.38111,TRN6300-6350
Model_LSTM2_00-0.08.h5,18.88359,33.95532,TRN6400-6450
Model_LSTM2_00-0.08.h5,14.572070000000002,32.64348,TRN6450-6500
Model_LSTM2_00-0.08.h5,15.05032,32.11874,TRN6500-6550
Model_LSTM2_00-0.08.h5,10.53457,33.43058,TRN6850-6900
Model_LSTM2_00-0.08.h5,18.39504,32.64348,TRN6900-6950
Model_LSTM2_00-0.08.h5,15.68758,32.38111,TRN7100-7150
Model_LSTM2_00-0.08.h5,17.188129999999994,32.90585,TRN7150-7200
Model_LSTM2_00-0.08.h5,16.82195,32.11874,TRN7200-7250
Model_LSTM2_00-0.08.h5,9.137065,32.11874,TRN7250-7300
Model_LSTM2_00-0.08.h5,17.36234,33.95532,TRN7300-7350
Model_LSTM2_00-0.08.h5,14.51321,33.16822,TRN7350-7400
Model_LSTM2_00-0.08.h5,12.78104,31.59401,TRN7500-7550
Model_LSTM2_00-0.08.h5,15.90471,32.11874,TRN7650-7700
Model_LSTM2_00-0.08.h5,14.13839,33.43058,TRN7700-7750
Model_LSTM2_00-0.08.h5,13.74178,32.64348,TRN7750-7800
Model_LSTM2_00-0.08.h5,14.5793,33.43058,TRN7800-7850
Model_LSTM2_00-0.08.h5,11.4517,32.64348,TRN7850-7900
Model_LSTM2_00-0.08.h5,13.12931,30.54454,TRN7950-8000
Model_LSTM2_00-0.08.h5,11.65217,30.54454,TRN8000-8050
Model_LSTM2_00-0.08.h5,13.76538,31.331640000000004,TRN8050-8100
Model_LSTM2_00-0.08.h5,10.70947,32.64348,TRN8100-8150
Model_LSTM2_00-0.08.h5,9.875365,32.38111,TRN8250-8300
Model_LSTM2_00-0.08.h5,10.96791,32.38111,TRN8350-8400
Model_LSTM2_00-0.08.h5,10.39028,32.64348,TRN8450-8500
Model_LSTM2_00-0.08.h5,16.69536,34.217690000000005,TRN8550-8600
Model_LSTM2_00-0.08.h5,14.94457,31.06927,TRN8600-8650
Model_LSTM2_00-0.08.h5,15.630529999999998,31.85638,TRN8750-8800
Model_LSTM2_00-0.08.h5,16.85574,33.16822,TRN8800-8850
Model_LSTM2_00-0.08.h5,10.87826,34.48005,TRN8850-8900
Model_LSTM2_00-0.08.h5,8.839571000000003,33.69295,TRN9000-9050
Model_LSTM2_00-0.08.h5,11.01531,30.54454,TRN9100-9150
Model_LSTM2_23-0.06.h5,17.35461,33.16822,TEST
Model_LSTM2_23-0.06.h5,19.00067,31.85638,TRN50-100
Model_LSTM2_23-0.06.h5,15.2864,33.16822,TRN100-150
Model_LSTM2_23-0.06.h5,18.33681,32.90585,TRN200-250
Model_LSTM2_23-0.06.h5,15.960720000000002,31.85638,TRN350-400
Model_LSTM2_23-0.06.h5,17.71624,32.90585,TRN450-500
Model_LSTM2_23-0.06.h5,17.61356,32.64348,TRN500-550
Model_LSTM2_23-0.06.h5,11.8937,31.85638,TRN550-600
Model_LSTM2_23-0.06.h5,17.826,32.38111,TRN650-700
Model_LSTM2_23-0.06.h5,16.507460000000002,33.43058,TRN700-750
Model_LSTM2_23-0.06.h5,13.8083,33.16822,TRN750-800
Model_LSTM2_23-0.06.h5,18.66262,30.0198,TRN800-850
Model_LSTM2_23-0.06.h5,16.28595,30.54454,TRN850-900
Model_LSTM2_23-0.06.h5,14.00285,31.85638,TRN900-950
Model_LSTM2_23-0.06.h5,16.16767,32.11874,TRN950-1000
Model_LSTM2_23-0.06.h5,14.21295,32.11874,TRN1100-1150
Model_LSTM2_23-0.06.h5,13.88481,31.85638,TRN1200-1250
Model_LSTM2_23-0.06.h5,16.27903,31.85638,TRN1250-1300
Model_LSTM2_23-0.06.h5,11.84659,33.16822,TRN1300-1350
Model_LSTM2_23-0.06.h5,8.016139,31.331640000000004,TRN1450-1500
Model_LSTM2_23-0.06.h5,7.469166,32.90585,TRN1550-1600
Model_LSTM2_23-0.06.h5,9.944164,31.06927,TRN1600-1650
Model_LSTM2_23-0.06.h5,4.415496,30.54454,TRN1650-1700
Model_LSTM2_23-0.06.h5,4.333986,31.59401,TRN1750-1800
Model_LSTM2_23-0.06.h5,12.92266,31.59401,TRN1850-1900
Model_LSTM2_23-0.06.h5,12.16484,32.38111,TRN1900-1950
Model_LSTM2_23-0.06.h5,12.31583,32.11874,TRN2050-2100
Model_LSTM2_23-0.06.h5,15.36509,32.11874,TRN2100-2150
Model_LSTM2_23-0.06.h5,7.772067999999999,30.80691,TRN2150-2200
Model_LSTM2_23-0.06.h5,9.05255,31.331640000000004,TRN2250-2300
Model_LSTM2_23-0.06.h5,7.310712,31.06927,TRN2300-2350
Model_LSTM2_23-0.06.h5,17.610310000000005,32.38111,TRN2450-2500
Model_LSTM2_23-0.06.h5,18.83961,33.43058,TRN2500-2550
Model_LSTM2_23-0.06.h5,19.46864,32.90585,TRN2600-2650
Model_LSTM2_23-0.06.h5,20.05456,33.95532,TRN2650-2700
Model_LSTM2_23-0.06.h5,19.15705,32.90585,TRN2700-2750
Model_LSTM2_23-0.06.h5,20.32714,31.59401,TRN2750-2800
Model_LSTM2_23-0.06.h5,20.45599,31.59401,TRN2800-2850
Model_LSTM2_23-0.06.h5,20.40906,31.331640000000004,TRN2850-2900
Model_LSTM2_23-0.06.h5,20.39124,33.69295,TRN2900-2950
Model_LSTM2_23-0.06.h5,20.16007,32.38111,TRN2950-3000
Model_LSTM2_23-0.06.h5,20.12045,33.69295,TRN3000-3050
Model_LSTM2_23-0.06.h5,16.19688,32.38111,TRN3100-3150
Model_LSTM2_23-0.06.h5,18.2238,32.90585,TRN3200-3250
Model_LSTM2_23-0.06.h5,19.70769,30.80691,TRN3300-3350
Model_LSTM2_23-0.06.h5,20.58784,32.38111,TRN3350-3400
Model_LSTM2_23-0.06.h5,20.25693,32.64348,TRN3400-3450
Model_LSTM2_23-0.06.h5,16.01107,31.331640000000004,TRN3450-3500
Model_LSTM2_23-0.06.h5,18.54087,32.90585,TRN3600-3650
Model_LSTM2_23-0.06.h5,15.2734,32.64348,TRN3650-3700
Model_LSTM2_23-0.06.h5,18.82788,31.59401,TRN3850-3900
Model_LSTM2_23-0.06.h5,16.52035,31.06927,TRN4000-4050
Model_LSTM2_23-0.06.h5,18.827070000000006,34.48005,TRN4100-4150
Model_LSTM2_23-0.06.h5,18.73889,32.90585,TRN4200-4250
Model_LSTM2_23-0.06.h5,19.93286,32.38111,TRN4250-4300
Model_LSTM2_23-0.06.h5,18.74066,31.331640000000004,TRN4300-4350
Model_LSTM2_23-0.06.h5,20.07358,32.90585,TRN4350-4400
Model_LSTM2_23-0.06.h5,19.05349,31.331640000000004,TRN4400-4450
Model_LSTM2_23-0.06.h5,17.77078,31.59401,TRN4550-4600
Model_LSTM2_23-0.06.h5,18.61951,32.90585,TRN4700-4750
Model_LSTM2_23-0.06.h5,20.27493,32.90585,TRN4750-4800
Model_LSTM2_23-0.06.h5,19.34818,32.11874,TRN4800-4850
Model_LSTM2_23-0.06.h5,16.36488,32.38111,TRN4850-4900
Model_LSTM2_23-0.06.h5,17.64238,33.43058,TRN4900-4950
Model_LSTM2_23-0.06.h5,18.86722,32.90585,TRN4950-5000
Model_LSTM2_23-0.06.h5,18.7916,33.43058,TRN5000-5050
Model_LSTM2_23-0.06.h5,12.34433,33.16822,TRN5050-5100
Model_LSTM2_23-0.06.h5,16.96957,32.11874,TRN5100-5150
Model_LSTM2_23-0.06.h5,18.80545,33.16822,TRN5200-5250
Model_LSTM2_23-0.06.h5,17.20724,32.38111,TRN5250-5300
Model_LSTM2_23-0.06.h5,19.92657,32.38111,TRN5300-5350
Model_LSTM2_23-0.06.h5,17.37225,32.64348,TRN5350-5400
Model_LSTM2_23-0.06.h5,18.93638,32.90585,TRN5400-5450
Model_LSTM2_23-0.06.h5,18.91986,32.90585,TRN5450-5500
Model_LSTM2_23-0.06.h5,20.23375,31.331640000000004,TRN5550-5600
Model_LSTM2_23-0.06.h5,17.69843,32.90585,TRN5600-5650
Model_LSTM2_23-0.06.h5,19.16608,33.16822,TRN5650-5700
Model_LSTM2_23-0.06.h5,20.57904,31.331640000000004,TRN5700-5750
Model_LSTM2_23-0.06.h5,15.16468,32.11874,TRN5750-5800
Model_LSTM2_23-0.06.h5,16.71695,32.11874,TRN5850-5900
Model_LSTM2_23-0.06.h5,13.05319,30.54454,TRN5900-5950
Model_LSTM2_23-0.06.h5,19.96356,31.59401,TRN5950-6000
Model_LSTM2_23-0.06.h5,19.25047,31.85638,TRN6000-6050
Model_LSTM2_23-0.06.h5,19.95566,34.217690000000005,TRN6100-6150
Model_LSTM2_23-0.06.h5,17.26876,34.48005,TRN6150-6200
Model_LSTM2_23-0.06.h5,18.6164,33.16822,TRN6250-6300
Model_LSTM2_23-0.06.h5,17.127470000000002,32.38111,TRN6300-6350
Model_LSTM2_23-0.06.h5,19.2948,33.95532,TRN6400-6450
Model_LSTM2_23-0.06.h5,17.7426,32.64348,TRN6450-6500
Model_LSTM2_23-0.06.h5,20.09688,32.11874,TRN6500-6550
Model_LSTM2_23-0.06.h5,18.42731,33.43058,TRN6850-6900
Model_LSTM2_23-0.06.h5,17.89733,32.64348,TRN6900-6950
Model_LSTM2_23-0.06.h5,17.40069,33.43058,TRN7050-7100
Model_LSTM2_23-0.06.h5,18.6973,32.38111,TRN7100-7150
Model_LSTM2_23-0.06.h5,17.63515,32.90585,TRN7150-7200
Model_LSTM2_23-0.06.h5,18.89749,32.11874,TRN7200-7250
Model_LSTM2_23-0.06.h5,14.95159,32.11874,TRN7250-7300
Model_LSTM2_23-0.06.h5,19.88982,33.95532,TRN7300-7350
Model_LSTM2_23-0.06.h5,17.70474,33.16822,TRN7350-7400
Model_LSTM2_23-0.06.h5,17.8314,32.38111,TRN7550-7600
Model_LSTM2_23-0.06.h5,18.61733,31.06927,TRN7600-7650
Model_LSTM2_23-0.06.h5,19.354470000000006,32.11874,TRN7650-7700
Model_LSTM2_23-0.06.h5,19.2997,33.43058,TRN7700-7750
Model_LSTM2_23-0.06.h5,18.145570000000006,32.64348,TRN7750-7800
Model_LSTM2_23-0.06.h5,17.72373,33.43058,TRN7800-7850
Model_LSTM2_23-0.06.h5,18.54668,32.64348,TRN7850-7900
Model_LSTM2_23-0.06.h5,18.85472,30.54454,TRN7950-8000
Model_LSTM2_23-0.06.h5,18.81564,30.54454,TRN8000-8050
Model_LSTM2_23-0.06.h5,17.1985,31.331640000000004,TRN8050-8100
Model_LSTM2_23-0.06.h5,14.21471,32.64348,TRN8100-8150
Model_LSTM2_23-0.06.h5,13.52218,32.38111,TRN8250-8300
Model_LSTM2_23-0.06.h5,16.04182,32.38111,TRN8350-8400
Model_LSTM2_23-0.06.h5,18.330820000000006,34.217690000000005,TRN8550-8600
Model_LSTM2_23-0.06.h5,16.74834,31.06927,TRN8600-8650
Model_LSTM2_23-0.06.h5,17.321479999999998,31.85638,TRN8750-8800
Model_LSTM2_23-0.06.h5,18.5041,33.16822,TRN8800-8850
Model_LSTM2_23-0.06.h5,14.82359,34.48005,TRN8850-8900
Model_LSTM2_23-0.06.h5,14.88849,32.64348,TRN9050-9100
Model_LSTM2_23-0.06.h5,16.32517,30.54454,TRN9100-9150
Model_LSTM_05-0.06.h5,18.42599,33.16822,TEST
Model_LSTM_05-0.06.h5,19.012220000000006,31.85638,TRN50-100
Model_LSTM_05-0.06.h5,15.04396,33.16822,TRN100-150
Model_LSTM_05-0.06.h5,17.84569,32.90585,TRN200-250
Model_LSTM_05-0.06.h5,13.26136,31.85638,TRN350-400
Model_LSTM_05-0.06.h5,15.47655,32.64348,TRN400-450
Model_LSTM_05-0.06.h5,17.24367,32.90585,TRN450-500
Model_LSTM_05-0.06.h5,16.67919,32.64348,TRN500-550
Model_LSTM_05-0.06.h5,14.519329999999998,31.85638,TRN550-600
Model_LSTM_05-0.06.h5,18.50746,31.59401,TRN600-650
Model_LSTM_05-0.06.h5,16.07798,32.38111,TRN650-700
Model_LSTM_05-0.06.h5,14.74065,33.43058,TRN700-750
Model_LSTM_05-0.06.h5,10.14246,33.16822,TRN750-800
Model_LSTM_05-0.06.h5,18.75369,30.0198,TRN800-850
Model_LSTM_05-0.06.h5,14.53219,30.54454,TRN850-900
Model_LSTM_05-0.06.h5,13.52547,31.85638,TRN900-950
Model_LSTM_05-0.06.h5,14.73966,32.11874,TRN950-1000
Model_LSTM_05-0.06.h5,17.94956,33.95532,TRN1000-1050
Model_LSTM_05-0.06.h5,12.51586,32.11874,TRN1100-1150
Model_LSTM_05-0.06.h5,14.8129,31.85638,TRN1250-1300
Model_LSTM_05-0.06.h5,11.87038,33.16822,TRN1300-1350
Model_LSTM_05-0.06.h5,6.154491,30.28217,TRN1350-1400
Model_LSTM_05-0.06.h5,6.356445,31.331640000000004,TRN1450-1500
Model_LSTM_05-0.06.h5,6.782475999999999,30.80691,TRN1500-1550
